problemName,vehicleFileID,cutoffTime,problemType,problemTypeString,numUAVs,numTrucks,requireTruckAtDepot,requireDriver,Etype,ITER,runString,numCustomers,timestamp,ofv,bestBound,totalTime,isOptimal,numUAVcust,numTruckCust,waitingTruck,waitingUAV
20170608T121442695307,104,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121442695307 104 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 04:45:18,2004.544686,2004.544686,527.541722, True,4,4,300,1281.987397
20170608T121442695307,104,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121442695307 104 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 04:54:06,1926.583243,1717.141904,3603.399046, False,5,3,359.999582,1267.567246
20170608T121458174165,101,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121458174165 101 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 05:54:10,5527.234128,5527.234128,3.916301, True,0,8,-0.000001,0
20170608T121458174165,101,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121458174165 101 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 05:54:14,5527.234129,5527.234129,3.03779, True,0,8,0,0
20170608T121458174165,101,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121458174165 101 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 05:54:17,5527.234128,5527.234128,5.797146, True,0,8,-0.000001,0
20170608T121458174165,101,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121458174165 101 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 05:54:24,5527.234129,5527.234129,7.503898, True,0,8,0,0
20170608T121458174165,102,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121458174165 102 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 05:54:31,4351.936408,4351.936408,8.04613, True,3,5,269.481263,2107.002176
20170608T121458174165,102,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121458174165 102 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 05:54:40,4249.863237,4249.863237,21.182741, True,3,5,647.043955,1651.385258
20170608T121458174165,102,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121458174165 102 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 05:55:01,4186.037486,4186.037486,23.207486, True,4,4,617.043955,1810.906786
20170608T121458174165,102,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121458174165 102 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 05:55:25,4186.037485,4186.037485,119.623526, True,4,4,617.043954,2569.435002
